icd10_root,gbd_cause_lvl3,gbd_cause_lvl2
Q58,Congenital birth defects,Congenital birth defects
Q59,Congenital birth defects,Congenital birth defects
Q60,Congenital birth defects,Congenital birth defects
Q63,Congenital birth defects,Congenital birth defects
Q64,Congenital birth defects,Congenital birth defects
Q65,Congenital birth defects,Congenital birth defects
Q66,Congenital birth defects,Congenital birth defects
Q67,Congenital birth defects,Congenital birth defects
Q68,Congenital birth defects,Congenital birth defects
Q69,Congenital birth defects,Congenital birth defects
Q70,Congenital birth defects,Congenital birth defects
Q71,Congenital birth defects,Congenital birth defects
Q72,Congenital birth defects,Congenital birth defects
Q73,Congenital birth defects,Congenital birth defects
Q74,Congenital birth defects,Congenital birth defects
Q75,Congenital birth defects,Congenital birth defects
Q76,Congenital birth defects,Congenital birth defects
Q77,Congenital birth defects,Congenital birth defects
Q78,Congenital birth defects,Congenital birth defects
Q79,Congenital birth defects,Congenital birth defects
Q80,Congenital birth defects,Congenital birth defects
Q81,Congenital birth defects,Congenital birth defects
Q82,Congenital birth defects,Congenital birth defects
Q83,Congenital birth defects,Congenital birth defects
Q84,Congenital birth defects,Congenital birth defects
Q85,Congenital birth defects,Congenital birth defects
Q86,Congenital birth defects,Congenital birth defects
Q87,Congenital birth defects,Congenital birth defects
Q89,Congenital birth defects,Congenital birth defects
Q90,Congenital birth defects,Congenital birth defects
Q91,Congenital birth defects,Congenital birth defects
Q92,Congenital birth defects,Congenital birth defects
Q93,Congenital birth defects,Congenital birth defects
Q95,Congenital birth defects,Congenital birth defects
Q96,Congenital birth defects,Congenital birth defects
Q97,Congenital birth defects,Congenital birth defects
Q98,Congenital birth defects,Congenital birth defects
Q99,Congenital birth defects,Congenital birth defects
Q00,Neural tube defects,Neural tube defects
Q01,Neural tube defects,Neural tube defects
Q05,Neural tube defects,Neural tube defects
Q20,Congenital heart anomalies,Congenital heart anomalies
Q21,Congenital heart anomalies,Congenital heart anomalies
Q22,Congenital heart anomalies,Congenital heart anomalies
Q23,Congenital heart anomalies,Congenital heart anomalies
Q24,Congenital heart anomalies,Congenital heart anomalies
Q25,Congenital heart anomalies,Congenital heart anomalies
Q26,Congenital heart anomalies,Congenital heart anomalies
Q27,Congenital heart anomalies,Congenital heart anomalies
Q28,Congenital heart anomalies,Congenital heart anomalies
Q35,Orofacial clefts,Orofacial clefts
Q36,Orofacial clefts,Orofacial clefts
Q37,Orofacial clefts,Orofacial clefts
Q90,Down syndrome,Down syndrome
Q87,Other chromosomal abnormalities,Other chromosomal abnormalities
Q91,Other chromosomal abnormalities,Other chromosomal abnormalities
Q92,Other chromosomal abnormalities,Other chromosomal abnormalities
Q93,Other chromosomal abnormalities,Other chromosomal abnormalities
Q95,Other chromosomal abnormalities,Other chromosomal abnormalities
Q97,Other chromosomal abnormalities,Other chromosomal abnormalities
Q99,Other chromosomal abnormalities,Other chromosomal abnormalities
Q65,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q66,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q67,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q68,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q69,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q70,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q71,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q72,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q73,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q74,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q75,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q76,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q77,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q78,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
Q79,Congenital musculoskeletal and limb anomalies,Congenital musculoskeletal and limb anomalies
P96,Urogenital congenital anomalies,Urogenital congenital anomalies
Q50,Urogenital congenital anomalies,Urogenital congenital anomalies
Q51,Urogenital congenital anomalies,Urogenital congenital anomalies
Q52,Urogenital congenital anomalies,Urogenital congenital anomalies
Q53,Urogenital congenital anomalies,Urogenital congenital anomalies
Q54,Urogenital congenital anomalies,Urogenital congenital anomalies
Q55,Urogenital congenital anomalies,Urogenital congenital anomalies
Q56,Urogenital congenital anomalies,Urogenital congenital anomalies
Q57,Urogenital congenital anomalies,Urogenital congenital anomalies
Q58,Urogenital congenital anomalies,Urogenital congenital anomalies
Q59,Urogenital congenital anomalies,Urogenital congenital anomalies
Q60,Urogenital congenital anomalies,Urogenital congenital anomalies
Q63,Urogenital congenital anomalies,Urogenital congenital anomalies
Q64,Urogenital congenital anomalies,Urogenital congenital anomalies
Q38,Digestive congenital anomalies,Digestive congenital anomalies
Q39,Digestive congenital anomalies,Digestive congenital anomalies
Q40,Digestive congenital anomalies,Digestive congenital anomalies
Q41,Digestive congenital anomalies,Digestive congenital anomalies
Q42,Digestive congenital anomalies,Digestive congenital anomalies
Q43,Digestive congenital anomalies,Digestive congenital anomalies
Q44,Digestive congenital anomalies,Digestive congenital anomalies
Q45,Digestive congenital anomalies,Digestive congenital anomalies
Q79,Digestive congenital anomalies,Digestive congenital anomalies
G71,Other congenital birth defects,Other congenital birth defects
Q02,Other congenital birth defects,Other congenital birth defects
Q03,Other congenital birth defects,Other congenital birth defects
Q04,Other congenital birth defects,Other congenital birth defects
Q06,Other congenital birth defects,Other congenital birth defects
Q07,Other congenital birth defects,Other congenital birth defects
Q10,Other congenital birth defects,Other congenital birth defects
Q11,Other congenital birth defects,Other congenital birth defects
Q12,Other congenital birth defects,Other congenital birth defects
Q13,Other congenital birth defects,Other congenital birth defects
Q14,Other congenital birth defects,Other congenital birth defects
Q15,Other congenital birth defects,Other congenital birth defects
Q16,Other congenital birth defects,Other congenital birth defects
Q17,Other congenital birth defects,Other congenital birth defects
Q18,Other congenital birth defects,Other congenital birth defects
Q30,Other congenital birth defects,Other congenital birth defects
Q31,Other congenital birth defects,Other congenital birth defects
Q32,Other congenital birth defects,Other congenital birth defects
Q33,Other congenital birth defects,Other congenital birth defects
Q34,Other congenital birth defects,Other congenital birth defects
Q80,Other congenital birth defects,Other congenital birth defects
Q81,Other congenital birth defects,Other congenital birth defects
Q82,Other congenital birth defects,Other congenital birth defects
Q83,Other congenital birth defects,Other congenital birth defects
Q84,Other congenital birth defects,Other congenital birth defects
Q85,Other congenital birth defects,Other congenital birth defects
Q86,Other congenital birth defects,Other congenital birth defects
Q89,Other congenital birth defects,Other congenital birth defects
N10,Urinary diseases and male infertility,Urinary diseases and male infertility
N11,Urinary diseases and male infertility,Urinary diseases and male infertility
N12,Urinary diseases and male infertility,Urinary diseases and male infertility
N13,Urinary diseases and male infertility,Urinary diseases and male infertility
N15,Urinary diseases and male infertility,Urinary diseases and male infertility
N16,Urinary diseases and male infertility,Urinary diseases and male infertility
N20,Urinary diseases and male infertility,Urinary diseases and male infertility
N21,Urinary diseases and male infertility,Urinary diseases and male infertility
N22,Urinary diseases and male infertility,Urinary diseases and male infertility
N23,Urinary diseases and male infertility,Urinary diseases and male infertility
N25,Urinary diseases and male infertility,Urinary diseases and male infertility
N26,Urinary diseases and male infertility,Urinary diseases and male infertility
N27,Urinary diseases and male infertility,Urinary diseases and male infertility
N28,Urinary diseases and male infertility,Urinary diseases and male infertility
N29,Urinary diseases and male infertility,Urinary diseases and male infertility
N30,Urinary diseases and male infertility,Urinary diseases and male infertility
N31,Urinary diseases and male infertility,Urinary diseases and male infertility
N32,Urinary diseases and male infertility,Urinary diseases and male infertility
N34,Urinary diseases and male infertility,Urinary diseases and male infertility
N36,Urinary diseases and male infertility,Urinary diseases and male infertility
N39,Urinary diseases and male infertility,Urinary diseases and male infertility
N41,Urinary diseases and male infertility,Urinary diseases and male infertility
N44,Urinary diseases and male infertility,Urinary diseases and male infertility
N45,Urinary diseases and male infertility,Urinary diseases and male infertility
N49,Urinary diseases and male infertility,Urinary diseases and male infertility
N10,Urinary tract infections and interstitial nephritis,Urinary tract infections and interstitial nephritis
N11,Urinary tract infections and interstitial nephritis,Urinary tract infections and interstitial nephritis
N12,Urinary tract infections and interstitial nephritis,Urinary tract infections and interstitial nephritis
N13,Urinary tract infections and interstitial nephritis,Urinary tract infections and interstitial nephritis
N15,Urinary tract infections and interstitial nephritis,Urinary tract infections and interstitial nephritis
N16,Urinary tract infections and interstitial nephritis,Urinary tract infections and interstitial nephritis
N30,Urinary tract infections and interstitial nephritis,Urinary tract infections and interstitial nephritis
N34,Urinary tract infections and interstitial nephritis,Urinary tract infections and interstitial nephritis
N39,Urinary tract infections and interstitial nephritis,Urinary tract infections and interstitial nephritis
N20,Urolithiasis,Urolithiasis
N21,Urolithiasis,Urolithiasis
N22,Urolithiasis,Urolithiasis
N23,Urolithiasis,Urolithiasis
N25,Other urinary diseases,Other urinary diseases
N26,Other urinary diseases,Other urinary diseases
N27,Other urinary diseases,Other urinary diseases
N28,Other urinary diseases,Other urinary diseases
N29,Other urinary diseases,Other urinary diseases
N31,Other urinary diseases,Other urinary diseases
N32,Other urinary diseases,Other urinary diseases
N36,Other urinary diseases,Other urinary diseases
N39,Other urinary diseases,Other urinary diseases
N41,Other urinary diseases,Other urinary diseases
N44,Other urinary diseases,Other urinary diseases
N45,Other urinary diseases,Other urinary diseases
N49,Other urinary diseases,Other urinary diseases
D25,Gynecological diseases,Gynecological diseases
D26,Gynecological diseases,Gynecological diseases
D28,Gynecological diseases,Gynecological diseases
E28,Gynecological diseases,Gynecological diseases
N72,Gynecological diseases,Gynecological diseases
N75,Gynecological diseases,Gynecological diseases
N76,Gynecological diseases,Gynecological diseases
N77,Gynecological diseases,Gynecological diseases
N80,Gynecological diseases,Gynecological diseases
N81,Gynecological diseases,Gynecological diseases
N83,Gynecological diseases,Gynecological diseases
D25,Uterine fibroids,Uterine fibroids
D26,Uterine fibroids,Uterine fibroids
D28,Uterine fibroids,Uterine fibroids
N80,Endometriosis,Endometriosis
N81,Genital prolapse,Genital prolapse
N72,Other gynecological diseases,Other gynecological diseases
N75,Other gynecological diseases,Other gynecological diseases
N76,Other gynecological diseases,Other gynecological diseases
N77,Other gynecological diseases,Other gynecological diseases
N83,Other gynecological diseases,Other gynecological diseases
D55,Hemoglobinopathies and hemolytic anemias,Hemoglobinopathies and hemolytic anemias
D56,Hemoglobinopathies and hemolytic anemias,Hemoglobinopathies and hemolytic anemias
D57,Hemoglobinopathies and hemolytic anemias,Hemoglobinopathies and hemolytic anemias
D58,Hemoglobinopathies and hemolytic anemias,Hemoglobinopathies and hemolytic anemias
D59,Hemoglobinopathies and hemolytic anemias,Hemoglobinopathies and hemolytic anemias
D60,Hemoglobinopathies and hemolytic anemias,Hemoglobinopathies and hemolytic anemias
D61,Hemoglobinopathies and hemolytic anemias,Hemoglobinopathies and hemolytic anemias
D64,Hemoglobinopathies and hemolytic anemias,Hemoglobinopathies and hemolytic anemias
D56,Thalassemias,Thalassemias
D57,Sickle cell disorders,Sickle cell disorders
D55,G6PD deficiency,G6PD deficiency
D55,Other hemoglobinopathies and hemolytic anemias,Other hemoglobinopathies and hemolytic anemias
D58,Other hemoglobinopathies and hemolytic anemias,Other hemoglobinopathies and hemolytic anemias
D59,Other hemoglobinopathies and hemolytic anemias,Other hemoglobinopathies and hemolytic anemias
D60,Other hemoglobinopathies and hemolytic anemias,Other hemoglobinopathies and hemolytic anemias
D61,Other hemoglobinopathies and hemolytic anemias,Other hemoglobinopathies and hemolytic anemias
D64,Other hemoglobinopathies and hemolytic anemias,Other hemoglobinopathies and hemolytic anemias
D66,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D67,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D68,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D69,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D70,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D71,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D72,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D73,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D74,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D75,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D76,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D77,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D86,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
D89,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E03,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E04,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E05,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E06,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E07,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E16,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E20,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E21,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E22,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E23,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E24,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E25,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E26,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E27,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E28,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E29,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E30,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E31,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E32,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E33,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E34,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E65,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E66,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E67,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E68,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E70,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E71,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E72,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E73,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E74,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E75,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E76,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E77,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E78,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E79,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E80,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E81,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E82,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E83,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E84,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E85,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E88,"Endocrine, metabolic, blood, and immune disorders","Endocrine, metabolic, blood, and immune disorders"
E03,Thyroid diseases,Thyroid diseases
E04,Thyroid diseases,Thyroid diseases
E05,Thyroid diseases,Thyroid diseases
E06,Thyroid diseases,Thyroid diseases
E07,Thyroid diseases,Thyroid diseases
D66,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D67,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D68,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D69,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D70,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D71,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D72,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D73,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D74,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D75,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D76,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D77,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D86,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
D89,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E07,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E16,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E20,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E21,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E22,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E23,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E24,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E25,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E26,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E27,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E28,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E29,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E30,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E31,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E32,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E33,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E34,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E67,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E68,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E70,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E71,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E72,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E73,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E74,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E75,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E76,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E77,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E79,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E80,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E81,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E82,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E83,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E85,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
E88,"Other endocrine, metabolic, blood, and immune disorders","Other endocrine, metabolic, blood, and immune disorders"
R95,Sudden infant death syndrome,Sudden infant death syndrome
D52,Injuries,Injuries
D59,Injuries,Injuries
D69,Injuries,Injuries
D70,Injuries,Injuries
D78,Injuries,Injuries
E03,Injuries,Injuries
E06,Injuries,Injuries
E09,Injuries,Injuries
E16,Injuries,Injuries
E23,Injuries,Injuries
E24,Injuries,Injuries
E27,Injuries,Injuries
E36,Injuries,Injuries
E66,Injuries,Injuries
E88,Injuries,Injuries
E89,Injuries,Injuries
G21,Injuries,Injuries
G24,Injuries,Injuries
G25,Injuries,Injuries
G72,Injuries,Injuries
G93,Injuries,Injuries
G97,Injuries,Injuries
I95,Injuries,Injuries
I97,Injuries,Injuries
I98,Injuries,Injuries
J70,Injuries,Injuries
J95,Injuries,Injuries
K43,Injuries,Injuries
K52,Injuries,Injuries
K62,Injuries,Injuries
K91,Injuries,Injuries
K94,Injuries,Injuries
K95,Injuries,Injuries
L55,Injuries,Injuries
L56,Injuries,Injuries
L58,Injuries,Injuries
M87,Injuries,Injuries
N14,Injuries,Injuries
N30,Injuries,Injuries
N65,Injuries,Injuries
N99,Injuries,Injuries
P93,Injuries,Injuries
P96,Injuries,Injuries
R50,Injuries,Injuries
U00,Injuries,Injuries
U01,Injuries,Injuries
U02,Injuries,Injuries
U03,Injuries,Injuries
V00,Injuries,Injuries
V01,Injuries,Injuries
V02,Injuries,Injuries
V03,Injuries,Injuries
V04,Injuries,Injuries
V05,Injuries,Injuries
V06,Injuries,Injuries
V07,Injuries,Injuries
V08,Injuries,Injuries
V09,Injuries,Injuries
V10,Injuries,Injuries
V11,Injuries,Injuries
V12,Injuries,Injuries
V13,Injuries,Injuries
V14,Injuries,Injuries
V15,Injuries,Injuries
V16,Injuries,Injuries
V17,Injuries,Injuries
V18,Injuries,Injuries
V19,Injuries,Injuries
V20,Injuries,Injuries
V21,Injuries,Injuries
V22,Injuries,Injuries
V23,Injuries,Injuries
V24,Injuries,Injuries
V25,Injuries,Injuries
V26,Injuries,Injuries
V27,Injuries,Injuries
V28,Injuries,Injuries
V29,Injuries,Injuries
V30,Injuries,Injuries
V31,Injuries,Injuries
V32,Injuries,Injuries
V33,Injuries,Injuries
V34,Injuries,Injuries
V35,Injuries,Injuries
V36,Injuries,Injuries
V37,Injuries,Injuries
V38,Injuries,Injuries
V39,Injuries,Injuries
V40,Injuries,Injuries
V41,Injuries,Injuries
V42,Injuries,Injuries
V43,Injuries,Injuries
V44,Injuries,Injuries
V45,Injuries,Injuries
V46,Injuries,Injuries
V47,Injuries,Injuries
V48,Injuries,Injuries
V49,Injuries,Injuries
V50,Injuries,Injuries
V51,Injuries,Injuries
V52,Injuries,Injuries
V53,Injuries,Injuries
V54,Injuries,Injuries
V55,Injuries,Injuries
V56,Injuries,Injuries
V57,Injuries,Injuries
V58,Injuries,Injuries
V59,Injuries,Injuries
V60,Injuries,Injuries
V61,Injuries,Injuries
V62,Injuries,Injuries
V63,Injuries,Injuries
V64,Injuries,Injuries
V65,Injuries,Injuries
V66,Injuries,Injuries
V67,Injuries,Injuries
V68,Injuries,Injuries
V69,Injuries,Injuries
V70,Injuries,Injuries
V71,Injuries,Injuries
V72,Injuries,Injuries
V73,Injuries,Injuries
V74,Injuries,Injuries
V75,Injuries,Injuries
V76,Injuries,Injuries
V77,Injuries,Injuries
V78,Injuries,Injuries
V79,Injuries,Injuries
V80,Injuries,Injuries
V81,Injuries,Injuries
V82,Injuries,Injuries
V83,Injuries,Injuries
V84,Injuries,Injuries
V85,Injuries,Injuries
V86,Injuries,Injuries
V87,Injuries,Injuries
V88,Injuries,Injuries
V90,Injuries,Injuries
V91,Injuries,Injuries
V92,Injuries,Injuries
V93,Injuries,Injuries
V94,Injuries,Injuries
V95,Injuries,Injuries
V96,Injuries,Injuries
V97,Injuries,Injuries
V98,Injuries,Injuries
W00,Injuries,Injuries
W01,Injuries,Injuries
W02,Injuries,Injuries
W03,Injuries,Injuries
W04,Injuries,Injuries
W05,Injuries,Injuries
W06,Injuries,Injuries
W07,Injuries,Injuries
W08,Injuries,Injuries
W09,Injuries,Injuries
W10,Injuries,Injuries
W11,Injuries,Injuries
W12,Injuries,Injuries
W13,Injuries,Injuries
W14,Injuries,Injuries
W15,Injuries,Injuries
W16,Injuries,Injuries
W17,Injuries,Injuries
W18,Injuries,Injuries
W19,Injuries,Injuries
W20,Injuries,Injuries
W21,Injuries,Injuries
W22,Injuries,Injuries
W23,Injuries,Injuries
W24,Injuries,Injuries
W25,Injuries,Injuries
W26,Injuries,Injuries
W27,Injuries,Injuries
W28,Injuries,Injuries
W29,Injuries,Injuries
W30,Injuries,Injuries
W31,Injuries,Injuries
W32,Injuries,Injuries
W33,Injuries,Injuries
W34,Injuries,Injuries
W35,Injuries,Injuries
W36,Injuries,Injuries
W37,Injuries,Injuries
W38,Injuries,Injuries
W39,Injuries,Injuries
W40,Injuries,Injuries
W41,Injuries,Injuries
W42,Injuries,Injuries
W43,Injuries,Injuries
W44,Injuries,Injuries
W45,Injuries,Injuries
W46,Injuries,Injuries
W49,Injuries,Injuries
W50,Injuries,Injuries
W51,Injuries,Injuries
W52,Injuries,Injuries
W53,Injuries,Injuries
W54,Injuries,Injuries
W55,Injuries,Injuries
W56,Injuries,Injuries
W57,Injuries,Injuries
W58,Injuries,Injuries
W59,Injuries,Injuries
W60,Injuries,Injuries
W61,Injuries,Injuries
W62,Injuries,Injuries
W64,Injuries,Injuries
W65,Injuries,Injuries
W66,Injuries,Injuries
W67,Injuries,Injuries
W68,Injuries,Injuries
W69,Injuries,Injuries
W70,Injuries,Injuries
W73,Injuries,Injuries
W74,Injuries,Injuries
W75,Injuries,Injuries
W77,Injuries,Injuries
W78,Injuries,Injuries
W79,Injuries,Injuries
W80,Injuries,Injuries
W81,Injuries,Injuries
W83,Injuries,Injuries
W84,Injuries,Injuries
